operacao|dv|convenioTgov|propostaTgov|nomeTomador|cnpjTomador|emailTomador|classificacao|objeto|selecao|assinatura|vigencia|vi|vr|cp1|cp2|vrCreditado|vrDesbloqueado|vrSaldoCreditado|cpDesbloqueado|valorExecucaoVigente|cAgencia|agencia|cCorrente|idExterna|obtv|gestor|etiquetasDaOperacao
1089264|01|947618|587132023|MUNICIPIO DE DESTERRO - PB|08.925.968/0001-30|contato@prestcontas.com.br;macianaazevedomaia@gmail.com;valtecioalmeida@hotmail.com;ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PC 033/2023)|pavimentação de ruas no município de desterro/pb.|09/10/2023|21/11/2023|21/11/2026|482104|481104|1000|0|0|0|0|0|482104|43|PATOS|0043.006.00648123-3||SIM|MCIDADES|Análise Técnica Concluída, EGT 3 - LAT emitido, Nível I (PC 033/2023), OBTV, Preencher Módulo IFO, RP 2 - Discricionário
1089572|42|948231|590702023|MUNICIPIO DE POCINHOS - PB|08.741.688/0001-72|contato@prestcontas.com.br;fernandofilho.engcivil@gmail.com;macianaazevedomaia@gmail.com;robertosoutopocinhos@gmail.com;alvaro.b.filho@caixa.gov.br|Nível II (PC 033/2023)|pavimentação de ruas localizadas dentro do perímetro urbano do município de pocinhos/pb.|20/10/2023|21/11/2023|21/11/2026|1914356|1912356|2000|0|1912356|525647|1386709|729,38|1914356|41|CAMPINA GRANDE|0041.006.00648002-3||SIM|MCIDADES|Andamento Normal, EGT 4 - Aceito - Fase de Licitação, Nível II (PC 033/2023), OBTV, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado
1089591|45|948119|494312023|MUNICIPIO DE CARRAPATEIRA - PB|08.924.003/0001-23|iarley.pereira33@gmail.com;jeffesoneng92@gmail.com;juridicocarrapateira@gmail.com;liramarcos200@gmail.com;pmcarrapateirapb.epc@gmail.com;ag0040@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br|Nível I (PC 033/2023)|pavimentação de estradas vicinais no município de carrapateira - pb|23/10/2023|30/11/2023|30/11/2026|336155|335755|400|0|0|0|0|0|336155|40|CAJAZEIRAS|0040.006.00647328-5||SIM|MIDR|Aguardando Crédito de Recursos, EGT 4 - Aceito - Fase de Licitação, Nível I (PC 033/2023), OBTV, RP 2 - Discricionário, VRPL Aceito e sem AIO
1089691|61|944202|512102023|FUNDACAO PEDRO AMERICO|06.101.061/0001-21|bianca.gadelha@unifacisa.edu.br;cynthia.campos@fundacaopedroamerico.org.br;epsilon.honorato@redeita.com.br;eric.roberto@unifacisa.edu.br;filipe.reul@fundacaopedroamerico.org.br;thayna.paz@fundacaopedroamerico.org.br|Nível II (PC 033/2023)|reforma de unidade de atenção especializada em saúde|25/10/2023|23/11/2023|23/11/2027|4079490|4079490|0|0|2122966,6|1629113,33|493853,27|0|4079490|41|CAMPINA GRANDE|0041.003.00453020-7||SIM|MS|Andamento Normal, Desbloqueio em Andamento, Emenda de Bancada, Nível II (PC 033/2023), OBTV, Orçamento Impositivo, RP 7 - Bancada
1089697|93|945989|569822023|HOSPITAL NAPOLEAO LAUREANO MANTIDO PELA FUND LAUREANO|09.112.236/0001-94|alberto.rt@gmail.com;fundacao.presidencia@hlaureano.org.br;negocios@hlaureano.org.br;rodrigo.moura@hlaureano.org.br|Nível I (PC 033/2023)|reforma de unidade de atenção especializada em saúde|25/10/2023|18/12/2023|18/12/2026|537890|537890|0|0|0|0|0|0|537890|1909|CIDADE ANTIGA|1909.003.00453064-0||SIM|MS|Cláusula Suspensiva (prorrogação), Emenda Individual, Impedido por Regra 180 Dias, Nível I (PC 033/2023), OBTV, Orçamento Impositivo, RP 6 - Individual
1089710|88|941797|364052023|FUNDO MUNICIPAL DE SAUDE DE SOUSA|05.626.697/0001-24|contato@consultoriaum.com.br;fabiotyrone@bol.com.br;gabinete@sousa.pb.gov.br;helder225@hotmail.com;larissaabrantes-adv@bol.com.br;paulo.medeiros@caixa.gov.br;saude@sousa.pb.gov.br;ag0558@caixa.gov.br;joilma.araujo@caixa.gov.br;marcos.g.costa@caixa.gov.br;brunno.macedo@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PC 033/2023)|construção de centro de especialidades odontológicas|26/10/2023|28/11/2023|28/11/2026|662500|662500|0|0|0|0|0|0|662500|558|SOUSA|0558.006.00071080-0||SIM|MS|Aguardando Processo Licitatório, Análise Técnica Concluída, Emenda Individual, Nível I (PC 033/2023), OBTV, Orçamento Impositivo, Preencher Módulo IFO, RP 6 - Individual
1089836|53|945994|569882023|HOSPITAL NAPOLEAO LAUREANO MANTIDO PELA FUND LAUREANO|09.112.236/0001-94|alberto.rt@gmail.com;fundacao.presidencia@hlaureano.org.br;negocios@hlaureano.org.br;rodrigo.moura@hlaureano.org.br|Nível II (PC 033/2023)|reforma de unidade de atenção especializada em saúde|30/10/2023|18/12/2023|18/12/2027|2600000|2036000|564000|0|0|0|0|0|2600000|1909|CIDADE ANTIGA|1909.003.00453065-8||SIM|MS|Cláusula Suspensiva (prorrogação), Emenda Individual, Impedido por Regra 180 Dias, Nível II (PC 033/2023), OBTV, Orçamento Impositivo, RP 6 - Individual
1089954|44|949001|611222023|MUNICIPIO DE PICUI - PB|08.741.399/0001-73|anabeatrizm@gmail.com;dantasarquiteto@gmail.com;falecomranieriferreira@gmail.com;gilbertocuite@hotmail.com;contato@assppb.com.br;gab@picui.pb.gov.br;obraspicui@gmail.com;olivaniopt@gmail.com;ag4916@caixa.gov.br;seg6915pb@caixa.gov.br;martoni.sobral@caixa.gov.br;dinete.almeida@caixa.gov.br|Nível I (PC 033/2023)|pavimentação de vias em picuí-pb|30/10/2023|22/11/2023|22/11/2026|1002068|1000968|1100|0|0|0|0|0|1002068|4916|PICUI, PB|4916.006.00647089-0||SIM|MCIDADES|Cláusula Suspensiva (prorrogação), Nível I (PC 033/2023), OBTV, RP 2 - Discricionário
1089970|83|945991|569852023|HOSPITAL NAPOLEAO LAUREANO MANTIDO PELA FUND LAUREANO|09.112.236/0001-94|alberto.rt@gmail.com;fundacao.presidencia@hlaureano.org.br;negocios@hlaureano.org.br;rodrigo.moura@hlaureano.org.br|Nível II (PC 033/2023)|reforma de unidade de atenção especializada em saúde|31/10/2023|18/12/2023|18/12/2027|2368000|1858880|509120|0|0|0|0|0|2368000|1909|CIDADE ANTIGA|1909.003.00453066-6||SIM|MS|Cláusula Suspensiva (prorrogação), Emenda Individual, Impedido por Regra 180 Dias, Nível II (PC 033/2023), OBTV, Orçamento Impositivo, RP 6 - Individual
1090056|37|950235|614172023|MUNICIPIO DE CURRAL VELHO - PB|08.886.947/0001-53|contato@prestcontas.com.br;pmcurralvelhopb.epc@gmail.com;taciosamuelcv@gmail.com;ag3571@caixa.gov.br;seg6915pb@caixa.gov.br;martoni.sobral@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br|Nível I (PC 033/2023)|construção de praça no município de curral velho - pb|06/11/2023|12/12/2023|12/12/2026|962019|960019|2000|0|0|0|0|0|962019|3571|ITAPORANGA, PB|3571.006.00647294-2||SIM|MCIDADES|Cláusula Suspensiva (prorrogação), Nível I (PC 033/2023), OBTV, POTENCIAL - Acompanhamento Remoto, RP 2 - Discricionário
1090058|78|950236|614562023|MUNICIPIO DE POCINHOS - PB|08.741.688/0001-72|contato@prestcontas.com.br;fernandofilho.engcivil@gmail.com;macianaazevedomaia@gmail.com;robertosoutopocinhos@gmail.com;alvaro.b.filho@caixa.gov.br|Nível II (PC 033/2023)|construção de 01 parque de convivência na entrada do município de pocinhos/pb|06/11/2023|11/12/2023|11/12/2027|1914500|1912356|2144|0|1912356|391296,02|1521059,98|588,35|1914500|41|CAMPINA GRANDE|0041.006.00648004-0||SIM|MCIDADES|Andamento Normal, EGT 4 - Aceito - Fase de Licitação, Nível II (PC 033/2023), OBTV, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado
1090220|12|950238|617552023|MUNICIPIO DE CACIMBAS - PB|01.612.686/0001-34|ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br;eng.nayuktavares@hotmail.com;contato@prestcontas.com.br;isn.1@iramiltonassessoria.com.br;jonathassoares2015@gmail.com;niltondealmeidac@yahoo.com.br;acompanhamentoobrasccb@gmail.com|Nível I (PC 033/2023)|construção de praças no municipio de cacimbas-pb|13/11/2023|15/12/2023|15/12/2026|961019|960019|1000|0|0|0|0|0|961019|43|PATOS|0043.006.00648125-0||SIM|MCIDADES|Análise Técnica Concluída, EGT 4 - Em Análise - Fase de Licitação, Nível I (PC 033/2023), OBTV, Preencher Módulo IFO, RP 2 - Discricionário
1090267|06|948616|629922023|MUNICIPIO DE JURU - PB|08.888.950/0001-06|contato@prestcontas.com.br;dioni.janes@gmail.com;eulandaferreira@hotmail.com;galvaosilva1965@gmail.com;isnep.1@iramiltonassessoria.com.br;jeffersonengenharia@outlook.com;sec.infraestrutura.juru@gmail.com;ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PC 033/2023)|construção de abatedouro para o município de juru-pb.|14/11/2023|22/12/2023|22/12/2026|769000|764000|5000|0|0|0|0|0|769000|43|PATOS|0043.006.00648124-1||SIM|MAP|Cláusula Suspensiva (prorrogação), Nível I (PC 033/2023), OBTV, RP 2 - Discricionário
1090380|93|950155|138872023|MUNICIPIO DE IGARACY - PB|08.885.139/0001-71|ag3571@caixa.gov.br;seg6915pb@caixa.gov.br;martoni.sobral@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;ednailton@igaracy.pb.gov.br;ednailtonsabino@hotmail.com;contato@consultoriaum.com.br|Nível I (PC 033/2023)|implantação de poço artesiano|22/11/2023|07/12/2023|07/12/2026|239106|238856|250|0|0|0|0|0|239106|3571|ITAPORANGA, PB|3571.006.00647293-4||SIM|MIDR|Cláusula Suspensiva (prorrogação), Nível I (PC 033/2023), OBTV, RP 2 - Discricionário
1090384|73|950173|496202023|MUNICIPIO DE CAJAZEIRINHAS - PB|01.612.687/0001-89|ag0732@caixa.gov.br;jairton.sousa@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;cpl.cajazeirinhas@gmail.com;financascajazeirinhas@gmail.com;gabinetecajazeirinhas@gmail.com;nataliaveronicagomes6@gmail.com;pmcajazeirinhaspb.epc@gmail.com|Nível I (PC 033/2023)|adequação de estradas vicinais no município de cajazeirinhas- pb|22/11/2023|26/12/2023|26/12/2026|440114,59|439614,59|500|0|0|0|0|0|440114,59|732|POMBAL|0732.006.00647401-1||SIM|MIDR|Aguardando Crédito de Recursos, EGT 4 - Aceito - Fase de Licitação, Nível I (PC 033/2023), OBTV, RP 2 - Discricionário, VRPL Aceito e sem AIO
1090476|35|951961|617342023|MUNICIPIO DE CACIMBAS - PB|01.612.686/0001-34|ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br;eng.nayuktavares@hotmail.com;contato@prestcontas.com.br;isn.1@iramiltonassessoria.com.br;jonathassoares2015@gmail.com;niltondealmeidac@yahoo.com.br;acompanhamentoobrasccb@gmail.com|Nível I (PC 033/2023)|pavimentação no município de cacimbas-pb.|24/11/2023|19/12/2023|19/12/2026|961019|960019|1000|0|960019|0|960019|0|961019|43|PATOS|0043.006.00648126-8||SIM|MCIDADES|EGT 4 - Aceito - Fase de Licitação, Nível I (PC 033/2023), Obra Não Iniciada, OBTV, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado
1090549|95|950486|447062023|MUNICIPIO DE CRUZ DO ESPIRITO SANTO - PB|08.902.934/0001-20|prefeita@cruzdoespiritosanto.pb.gov.br;infraestrutura@cruzdoespiritosanto.pb.gov.br;jacianamagalhaes@hotmail.com;macianaazevedomaia@gmail.com;ag1914@caixa.gov.br;seg6918pb@caixa.gov.br|Nível I (PC 033/2023)|adequação de estradas vicinais no município de cruz do espírito santo/pb.|28/11/2023|15/12/2023|15/12/2026|775078|774260,59|817,41|0|0|0|0|0|775078|1914|SANTA RITA|1914.006.00647068-9||SIM|MIDR|Aguardando Processo Licitatório, Análise Técnica Concluída, EGT 3 - LAT emitido, Nível I (PC 033/2023), OBTV, RP 2 - Discricionário
1090683|24|952713|623352023|MUNICIPIO DE PATOS - PB|09.084.815/0001-70|ag0043@caixa.gov.br;carlos.fragoso@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;paulo.medeiros@caixa.gov.br;jairton.sousa@caixa.gov.br;deividy.seinfra@patos.pb.gov.br;eng.dariomorais@hotmail.com;eulandaferreira@hotmail.com;eulandaferreira2@hotmail.com;gabinete@patos.pb.gov.br;hilton.seinfra@patos.pb.gov.br;jmarconesantos4@gmail.com;bomfim.seinfra@patos.pb.gov.br;marcone.seinfra@patos.pb.gov.br;virginia.seinfra@patos.pb.gov.br;convenios@patos.pb.gov.br;pmpatospb.epc@gmail.com|Nível II (PC 033/2023)|pavimentação em diversas ruas|30/11/2023|27/12/2023|27/12/2027|4350992|4306992|44000|0|0|0|0|44000|3428154,88|43|PATOS|0043.006.00648128-4||SIM|MCIDADES|Aguardando Crédito de Recursos, Andamento Normal, Desbloqueio Pendente por VE, EGT 4 - Aceito - Fase de Licitação, Emenda de Comissão, Módulo acompanhamento de obras, Nível II (PC 033/2023), OBTV, RP 8 - Comissão
1090684|49|952724|623362023|MUNICIPIO DE POMBAL - PB|08.948.697/0001-39|gabinete@pombal.pb.gov.br;alexandre_ffernandes@hotmail.com;planejamento@pombal.pb.gov.br;alineflorentino.fasp@gmail.com;argomes18@gmail.com;carolinequeiroga@gmail.com;engjordanyqueiroga@gmail.com;jpvh97@gmail.com;myllenaamk@gmail.com;nathangomes.eng@gmail.com;pauloricardoffvieira@hotmail.com;pmpombalpb.epc@gmail.com;prefeitogavel@gmail.com;raphaelgavel@hotmail.com;ag0732@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br|Nível II (PC 033/2023)|pavimentação asfáltica no município de pombal - pb|30/11/2023|22/12/2023|22/12/2027|4312000|4306992|5008|0|0|0|0|0|4199500|732|POMBAL|0732.006.00647402-0||SIM|MCIDADES|Aguardando Crédito de Recursos, EGT 4 - Aceito - Fase de Licitação, Em Reprogramação, Emenda de Comissão, Impacta no IGAT, Módulo Paralisadas, Nível II (PC 033/2023), Obra Paralisada, OBTV, RP 8 - Comissão
1090944|68|951023|663522023|MUNICIPIO DE ESPERANCA - PB|08.993.909/0001-08|ag1668@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;claudia.m.brito@caixa.gov.br;audalecio@gmail.com;contato@assppb.com.br;edmilsonlopes@gmail.com;engmatheusfernandes@hotmail.com;igoordelgado@hotmail.com;sandrarrsimoes@gmail.com;thiagomoraescz@gmail.com|Nível I (PC 033/2023)|pavimentação de vias|07/12/2023|19/12/2023|19/12/2026|341500,61|311531|29969,61|0|311531|0|311531|0|341500,61|1668|ESPERANCA|1668.006.00647295-2||SIM|MCIDADES|EGT 4 - Aceito - Fase de Licitação, Nível I (PC 033/2023), Obra Não Iniciada, OBTV, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado
1091010|73|952184|613972023|MUNICIPIO DE DESTERRO - PB|08.925.968/0001-30|contato@prestcontas.com.br;macianaazevedomaia@gmail.com;valtecioalmeida@hotmail.com;ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PC 033/2023)|construção de praças no município de desterro/pb|11/12/2023|14/12/2023|14/12/2026|482000|481104|896|0|0|0|0|0|482000|43|PATOS|0043.006.00648127-6||SIM|MCIDADES|Análise Técnica Concluída, EGT 3 - LAT emitido, Nível I (PC 033/2023), OBTV, Preencher Módulo IFO, RP 2 - Discricionário
1091032|30|946341|464442023|MUNICIPIO DE LASTRO - PB|08.999.716/0001-56|ag0558@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;isn.1@iramiltonassessoria.com.br;jonataspessoa@gmail.com;ronaldogoncalves.adv@gmail.com|Nível I (PC 033/2023)|estruturação da rede de serviços do sistema único de assistência social - suas - construção de centro de referencia de assistencia social cras|03/10/2023|22/12/2023|22/12/2026|535800|534800|1000|0|0|0|0|0|535800|558|SOUSA|0558.006.00647282-0||SIM|MDASCF|Cláusula Suspensiva (prorrogação), EGT 3 - Solicitada Complementação, Nível I (PC 033/2023), OBTV, Recepção Digital apta para análise, RP 2 - Discricionário
1091123|67|951958|658052023|MUNICIPIO DE SAO JOSE DOS CORDEIROS - PB|08.873.226/0001-09|brenocordeiro@epcpb.com.br;contato@prestcontas.com.br;feliciokelmo@hotmail.com;fernandocordeiros@gmail.com;pliniomedeiros2@gmail.com;pmsjcordeirospb.epc@gmail.com;ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br|Nível I (PC 033/2023)|pavimentação de vias públicas no perímetro urbano do município de são josé dos cordeiros - pb|12/12/2023|26/12/2023|26/12/2026|343523|343023|500|0|343023|330297,79|12725,21|500|330797,79|41|CAMPINA GRANDE|0041.006.00648006-6||SIM|MCIDADES|Aguardando PCF, EGT 4 - Aceito - Fase de Licitação, Não acompanhada pelo módulo de acompanhamento de obras, Nível I (PC 033/2023), Obra Concluída, OBTV, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado
1091155|41|952145|679542023|MUNICIPIO DE JUAZEIRINHO - PB|08.996.886/0001-87|sec.admjuazeirinho@gmail.com;licitajuazeirinho@gmail.com;contato@consultoriaum.com.br;contato@pretcontas.com.br;fernandofilho.engcivil@gmail.com;covenjuazeirinho@gmail.com;ag3485@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PC 033/2023)|adequação de estradas vicinais|12/12/2023|21/12/2023|21/12/2026|1445103|1441714|3389|0|1441714|430488,62|1011225,38|1014,83|1441000|3485|SANTA LUZIA DO SABUGI, PB|3485.006.00647117-5||SIM|MIDR|Andamento Normal, EGT 4 - Aceito - Fase de Licitação, Emenda de Comissão, Módulo acompanhamento de obras, Nível I (PC 033/2023), OBTV, RP 8 - Comissão, Saldo Poupança < Saldo Creditado, Termo Aditivo - Assinatura Digital
1091161|64|952144|680762023|MUNICIPIO DE JUAZEIRINHO - PB|08.996.886/0001-87|sec.admjuazeirinho@gmail.com;licitajuazeirinho@gmail.com;contato@consultoriaum.com.br;contato@pretcontas.com.br;fernandofilho.engcivil@gmail.com;covenjuazeirinho@gmail.com;ag3485@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PC 033/2023)|adequação de estradas vicinais.|12/12/2023|21/12/2023|21/12/2026|1440286|1436897|3389|0|1436897|467476,09|969420,91|1117,96|1420500|3485|SANTA LUZIA DO SABUGI, PB|3485.006.00647118-3||SIM|MIDR|1º Desbloqueio ocorreu após 180 dias do 1º Crédito, Andamento Normal, EGT 4 - Aceito - Fase de Licitação, Emenda de Comissão, Módulo acompanhamento de obras, Nível I (PC 033/2023), OBTV, RP 8 - Comissão, Saldo Poupança < Saldo Creditado
1091244|24|952559|685002023|MUNICIPIO DE PICUI - PB|08.741.399/0001-73|anabeatrizm@gmail.com;dantasarquiteto@gmail.com;falecomranieriferreira@gmail.com;gilbertocuite@hotmail.com;contato@assppb.com.br;gab@picui.pb.gov.br;obraspicui@gmail.com;olivaniopt@gmail.com;ag4916@caixa.gov.br;seg6915pb@caixa.gov.br;martoni.sobral@caixa.gov.br;dinete.almeida@caixa.gov.br|Nível I (PC 033/2023)|pavimentação em estradas vicinais no município de picuí-pb|14/12/2023|26/12/2023|26/12/2026|961019|960019|1000|0|0|0|0|0|961019|4916|PICUI, PB|4916.006.00647090-4||SIM|MIDR|Cláusula Suspensiva (prorrogação), EGT 3 - Em Complementação na Tgov, Emenda de Comissão, Nível I (PC 033/2023), OBTV, RP 8 - Comissão
1091253|14|952582|679462023|MUNICIPIO DE SUME - PB|08.874.935/0001-09|debora.lafaerte@hotmail.com;genivalpaulinoeng@gmail.com;macianaazevedomaia@gmail.com;manezinholourenco@gmail.com;sumefinancas@gmail.com;ag3315@caixa.gov.br;a3315pb01@mail.caixa;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;ana.t.araujo@caixa.gov.br|Nível I (PC 033/2023)|adequação de estradas vicinais no município de sumé - pb|15/12/2023|29/12/2023|29/12/2026|961019|960019|1000|0|0|0|0|0|961019|3315|CARIRI|3315.006.00647267-2||SIM|MIDR|EGT 4 - Aceito - Fase de Licitação, Emenda de Comissão, Nível I (PC 033/2023), Obra Não Iniciada, OBTV, RP 8 - Comissão
1091485|38|953050|699152023|MUNICIPIO DE SUME - PB|08.874.935/0001-09|debora.lafaerte@hotmail.com;genivalpaulinoeng@gmail.com;macianaazevedomaia@gmail.com;manezinholourenco@gmail.com;sumefinancas@gmail.com;ag3315@caixa.gov.br;a3315pb01@mail.caixa;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;ana.t.araujo@caixa.gov.br|Nível I (PC 033/2023)|pavimentação de via(s)|19/12/2023|29/12/2023|29/12/2026|343423|343023|400|0|343023|288600|54423|400|289000|3315|CARIRI|3315.006.00647268-0||SIM|MCIDADES|Aguardando PCF, EGT 4 - Aceito - Fase de Licitação, Nível I (PC 033/2023), Obra Concluída, OBTV, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado
1091582|99|953281|704492023|MUNICIPIO DE SANTAREM - PB|01.613.283/0001-00|ag0558@caixa.gov.br;joilma.araujo@caixa.gov.br;marcos.g.costa@caixa.gov.br;brunno.macedo@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;als_engenhariame@yahoo.com.br;macianaazevedomaia@gmail.com;jocaclaudinoconvenios@gmail.com;rinaldo.cipriano@hotmail.com;jocaclaudinolicitacao@gmail.com|Nível II (PC 033/2023)|pavimentação de ruas no município de joca claudino/pb|20/12/2023|28/12/2023|28/12/2027|1920000|1912356|7644|0|0|0|0|0|1920000|558|SOUSA|0558.006.00647283-8||SIM|MCIDADES|EGT 4 - Aceito - Fase de Licitação, Emenda de Comissão, Impedido por Regra 180 Dias, Nível II (PC 033/2023), Obra Não Iniciada, OBTV, RP 8 - Comissão
1091584|38|953307|704552023|MUNICIPIO DE LAGOA SECA - PB|08.997.611/0001-68|ag2221@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;contato@consultoriaum.com.br;e-sic@lagoasecapb.gov.br;fernandofilho.engcivil@gmail.com|Nível I (PC 033/2023)|pavimentação asfáltica no município de lagoa seca - pb|20/12/2023|29/12/2023|29/12/2026|961000|960019|981|0|0|0|0|0|961000|2221|FIEP|2221.006.00647147-8||SIM|MCIDADES|Análise Técnica Concluída, EGT 3 - LAT emitido, Emenda de Comissão, Impedido por Regra 180 Dias, Nível I (PC 033/2023), OBTV, RP 8 - Comissão
1091591|88|953313|705232023|MUNICIPIO DE JURIPIRANGA - PB|08.865.933/0001-53|ag0733@caixa.gov.br;jaime.lima@caixa.gov.br;helio.p.junior@caixa.gov.br;shardson.rodrigues@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;diasnetoadv@gmail.com;marojatom@gmail.com;contato@prestcontas.com.br;contato@consultoriaum.com.br|Nível I (PC 033/2023)|pavimentação em paralelepípedo e drenagem no município do juripiranga - pb|20/12/2023|28/12/2023|28/12/2026|961000|960019|981|0|0|0|0|0|961000|733|ITABAIANA DO NORTE|0733.006.00647290-1||SIM|MCIDADES|Cláusula Suspensiva (prorrogação), Emenda de Comissão, Nível I (PC 033/2023), OBTV, POTENCIAL - Acompanhamento Remoto, RP 8 - Comissão
