operacaoctef|ctefctef|cnpjctef|empresactef
1087573|032024/2024|37.708.786/0001-06|TRAFF ELETRIFICACOES CONSTRUCOES E SERVICOS LTDA
1087585|052024/2024|23.430.132/0001-59|R SENA LOCACAO E SERVICOS DE ENGENHARIA LTDA
1087697|000042024/2024|05.052.764/0001-44|GS - CONSTRUTORA GURGEL SOARES LTDA - EM RECUPERACAO JUDICIAL
1087586|00002/2024|08.317.848/0001-50|APN CONSTRUCOES E SERVICOS LTDA
1088712|00005/2024|30.272.239/0001-81|CATAO BONGIOVI COMERCIO E SERVICOS LTDA
1058950|002/2021|33.091.431/0001-60|AF CONSTRUTORA LTDA
1087720|00002/2024|14.976.902/0001-72|IMMI SERVICOS E CONSTRUCOES LTDA
1087723|00002/2024|14.976.902/0001-72|IMMI SERVICOS E CONSTRUCOES LTDA
1088121|006/2024|03.226.372/0001-29|VL TECNO ENGENHARIA LTDA
1087874|00002/2024|51.065.689/0001-73|L5 CONSTRUCOES LTDA
1087518|000082024/2024|17.620.703/0001-15|CONSTRUTORA APODI LTDA
1087795|9.08.03/2024|25.165.699/0001-70|CLPT CONSTRUTORA LTDA
1087913|90009/2024|10.641.065/0001-70|NIEMAIA CONSTRUCOES LTDA
1088592|007/2024|12.368.033/0001-78|CONSTRUTORA BEZERRA LTDA
1080733|00003/2024|51.913.561/0001-12|T G DE SOUZA FILHO LTDA
1080737|00003/2023|32.203.652/0001-10|LUIZ GONZAGA DE MEDEIROS JUNIOR
1080604|00039/2022|17.560.794/0001-40|E L F TEIXEIRA CONSTRUCOES E SERVICOS LTDA
1080614|022023/2023|04.326.123/0001-78|N & S CONSTRUCOES E PROJETOS LTDA
1081480|001/2023|46.523.739/0001-89|GOLDEN CONSTRUCAO E SERVICOS TERCEIRIZADOS LTDA
1081182|06/2022|42.540.677/0001-62|LIMA CONSTRUCOES E SERVICOS LTDA
1059628|002/2021|35.590.090/0001-00|HUMBERTO RAMALHO TRIGUEIRO MENDES
1081221|003/2023|30.688.363/0001-22|FRANCISCO DE ASSIS B PORTO
1081375|001/2023|28.709.222/0001-05|EMPROTEC ENGENHARIA LTDA
1081381|00004/2023|44.105.908/0001-35|ID CONSTRUTORA LTDA
1081681|00001/2023|05.052.764/0001-44|CONSTRUTORA GURGEL SOARES LTDA
1082213|02/2023|20.227.311/0001-03|CONSTRUTORA J. GALDINO LTDA
1082242|0052023/2023|18.716.666/0001-06|ENGEMAX CONSTRUCOES E ENGENHARIA LTDA
1068655|032022/2022|38.495.416/0001-09|ATLAN ENGENHARIA, CONSTRUCOES E SERVICOS LTDA
1081744|00009/2023|30.272.239/0001-81|CATAO BONGIOVI COMERCIO E SERVICOS LTDA
1081752|00006/2024|37.261.300/0001-34|VENTURA & LEITE SERVICOS LTDA
1062163|062021/2021|17.560.794/0001-40|E L F TEIXEIRA CONSTRUCOES E SERVICOS EIRELI
1062164|0001/2021|28.561.917/0001-84|SANTA FE CONSTRUCOES EIRELI
1063259|06/2021|17.620.703/0001-15|CONSTRUTORA APODI EIRELI
1091253|00004/2024|28.820.393/0001-07|CONSTRUTORA SAILE LTDA
1091485|00002/2024|04.667.686/0001-20|CONSTRUTORA GONCALVES LTDA
1064083|001/2022|17.287.720/0001-82|SILVA E LEITE CONSTRUCOES E SERVICOS LTDA
1063358|07/2021|36.240.305/0001-18|GERPLAN ENGENHARIA LTDA
1063834|002/2021|30.251.160/0001-74|CONSTRUPAV EMPREENDIMENTOS LTDA
1082952|092023/2023|15.705.860/0001-06|COMPASSO EMPREENDIMENTOS LTDA
1082639|00005/2024|13.408.085/0001-93|WJX CONSTRUCOES E SERVICOS DE ENGENHARIA LTDA
1070151|00002/2021|17.560.794/0001-40|E L F TEIXEIRA CONSTRUCOES E SERVICOS LTDA
1082896|0012023/2023|23.429.439/0001-30|R M G CONSTRUCOES E SERVICOS LTDA
1071613|0012022/2022|47.948.598/0001-09|CONSTRUTORA FREITAS FILHO LTDA
1086576|000032024/2024|46.919.946/0001-57|INPLANT ENGENHARIA E PLANEJAMENTO LTDA
1080526|00013/2022|21.784.773/0001-86|PROJEMAQ CONSTRUCOES E SERVICOS LTDA
1072236|062021/2021|22.057.226/0001-61|CONCRETA CONSTRUCAO E SERVICOS LTDA
1080528|00005/2023|21.933.413/0001-07|TORRES E ANDRADE CONSTRUCOES, PRE - MOLDADOS E SERVICOS LTDA
1072488|0005/2023|42.091.137/0001-49|MACENA CONSTRUCAO CIVIL LTDA
1088259|08005/2024|32.967.822/0001-32|INOVAR CONSTRUCOES E SERVICOS DE EDIFICIOS LTDA
1075333|00003/2023|51.065.689/0001-73|L5 CONSTRUCOES LTDA
1075351|000032023/2023|08.438.654/0001-03|POLYEFE CONSTRUCOES, LIMPEZA E CONSERVACAO LTDA
1075352|872023/2023|37.094.328/0001-24|EMPREENDIMENTOS E NEGOCIOS MVM LTDA
1075417|003/2022|28.111.124/0001-63|ELO CONSTRUCOES E EMPREENDIMENTOS EIRELI
1075434|00006/2023|19.988.502/0001-09|BARTOLOMEU A DE SOUSA LTDA
1075458|00011/2022|46.695.850/0001-52|RM CONSTRUCAO LTDA
1084187|003/2023|23.429.439/0001-30|R M G CONSTRUCOES E SERVICOS LTDA
1084337|05/2023|07.367.680/0001-25|J ANDRADE LTDA
1075704|007/2022|07.534.377/0001-70|HARG EMPREENDIMENTOS, CONSTRUCOES E INCORPORACOES LTDA
1078478|07/2023|35.670.929/0001-02|PROENG CONSTRUCOES E CONSULTORIAS LTDA
1084823|032024/2024|12.373.455/0001-31|A. A. LIMA LTDA
1073182|00052022/2022|08.686.945/0001-10|JMR CONSTRUCOES EIRELI
1084405|002/2024|27.776.149/0001-13|SUSSUARANA ENGENHARIA E ARQUITETURA LTDA
1073867|00005/2021|24.606.073/0001-90|CONSTRUTORA ALVES E CONSERVA LTDA
1073373|000072021/2021|22.057.226/0001-61|CONCRETA CONSTRUCAO E SERVICOS LTDA
1077112|00002/2023|13.408.085/0001-93|WJX CONSTRUCOES E SERVICOS DE ENGENHARIA LTDA
1073575|00042023/2023|43.136.815/0001-05|ECO - CES CONSTRUCOES E SERVICOS AMBIENTAIS LTDA
1078001|00052023/2023|10.465.480/0001-10|EMPROTEC CONSTRUCOES E SERVICOS LTDA
1073587|622022/2022|33.506.391/0001-70|A S CONSTRUCOES EIRELI
1073596|0042021/2021|12.541.735/0001-01|MAURILIO FERREIRA DA SILVA LTDA
1073970|11/2021|07.609.311/0001-00|CRV CONSTRUCOES E SERVICOS LTDA
1073985|00007/2023|17.598.162/0001-76|MACARIO PRE MOLDADOS E METALURGICA LTDA.
1078619|042023/2023|29.050.310/0001-00|TORRE CONSTRUCAO E CONSULTORIA EM ENGENHARIA LTDA
1084569|02/2024|10.791.675/0001-50|POTIGUAR CONSTRUTORA LTDA
1081776|00004/2024|09.027.846/0001-90|TRUST CONSTRUTORA LTDA
1076170|001/2022|08.317.848/0001-50|APN CONSTRUCOES E SERVICOS EIRELI
1076177|0002/2022|07.242.420/0001-23|AF ENGENHARIA EIRELI
1078633|0002/2022|17.415.942/0001-33|DEL ENGENHARIA  LTDA
1076232|00052023/2023|44.352.616/0001-05|PONTES CONSTRUTORA E SERVICOS LTDA
1078129|00001/2024|29.107.599/0001-49|E C A DE MELO CONSTRUCOES E SERVICOS LTDA
1076699|012023/2023|35.586.809/0001-21|A.R.J. MONTEIRO CONSTRUCOES, E SERVICOS LTDA
1078707|043/43|45.892.019/0001-28|FORTTE CONSTRUCAO E SERVICOS LTDA
1074304|0052022/2022|36.240.305/0001-18|GERPLAN ENGENHARIA LTDA
1077182|00012024/2024|28.820.393/0001-07|CONSTRUTORA SAILE LTDA
1076765|00006/2024|17.598.162/0001-76|MACARIO PRE MOLDADOS E METALURGICA LTDA.
1078161|012024/2024|18.917.544/0001-88|M. A. EMPREENDIMENTOS E SERVICOS LTDA
1086267|00001/2024|27.944.573/0001-20|B2 CONSTRUCOES LTDA
1086273|00005/2023|22.759.235/0001-02|SENA CONSTRUCOES LTDA
1086277|00015/2023|40.141.083/0001-53|PONTES EMPREENDIMENTOS LTDA
1086282|062024/2024|51.913.561/0001-12|T G DE SOUZA FILHO
1086358|00008/2023|46.694.664/0001-07|A L PAULINO
1077296|00003/2023|36.121.012/0001-11|PR CONSTRUCOES LTDA
1078776|06/2023|23.608.975/0001-00|CARLOS ALBERTO OLIVEIRA DE LIMA LTDA
1086450|000032023/2023|28.697.127/0001-20|JGM CONSTRUTORA LTDA
1086461|001/2024|08.866.317/0001-17|JOSE ROSINALDO RIBEIRO BARROS  LTDA
1086461|001/2024|22.336.279/0001-11|IDEAL CONSTRUCOES E SERVICOS LTDA
1086493|005/2024|03.278.968/0001-72|MAXICASA COMERCIO CONSTRUCOES E SERVICOS LTDA.
1086493|003/2024|05.446.272/0001-33|CONSTRUTORA ARRIMO LTDA
1068358|02006/2021|11.724.567/0001-27|HUMBERTO JOSE MENDES DA SILVA
1067732|00001/2021|01.664.506/0001-68|A. P ENGENHARIA LTDA
1058886|0012023/2023|35.590.090/0001-00|HUMBERTO RAMALHO TRIGUEIRO MENDES
1068076|00012021/2021|10.641.065/0001-70|NIEMAIA CONSTRUCOES LTDA
1079361|00001/2023|27.404.267/0001-09|FRANCISCO EDIMAR FERNANDES CAVALCANTE
1087339|042024/2024|73.041.188/0001-90|COMERCIAL E CONSTRUTORA FENIX LTDA
1087378|022024/2024|37.708.786/0001-06|TRAFF ELETRIFICACOES CONSTRUCOES E SERVICOS LTDA
1087596|00007/2024|45.990.624/0001-31|CONSTRUTORA GUABIRABA LTDA
1079316|00009/2022|40.097.914/0001-37|ANDERSON JUNIOR LIMA DA SILVA
1079317|052023/2023|48.959.354/0001-94|L F C CONSTRUCOES LTDA
1079610|0004/2022|12.072.392/0001-83|AGRESTE CONSTRUTORA E COMERCIO LTDA
1079611|03/2024|40.285.889/0001-15|CONSTRUTORA MMV LTDA
1087634|00005/5|23.106.443/0001-67|KEVENY FERNANDES DE ARAUJO
1087661|13/2024|09.181.832/0001-26|NUNES CONSTRUCOES DE EDIFICIOS E OBRAS URBANISTICAS LTDA
1087666|0040/2024|20.002.412/0001-78|CONSTRUTORA DAKI LTDA
1088471|004/2024|05.052.764/0001-44|GS - CONSTRUTORA GURGEL SOARES LTDA - EM RECUPERACAO JUDICIAL
1079850|222023/2023|20.547.072/0001-60|RESILIENCIA CONSTRUCOES E SERVICOS LTDA
1088824|00014/2024|52.678.292/0001-10|G E CONTRUCOES E SERVICOS LTDA
1087501|00005/2024|37.883.801/0001-52|JQ CONSTRUCOES, SERVICOS E COMERCIO LTDA
1087881|000032024/2024|05.052.764/0001-44|GS - CONSTRUTORA GURGEL SOARES LTDA - EM RECUPERACAO JUDICIAL
1087516|032024/2024|28.709.222/0001-05|EMPROTEC ENGENHARIA LTDA
1087772|000052024/2024|30.083.868/0001-63|R F ENGENHARIA LTDA
1079758|013/2022|34.955.075/0001-48|JHONATAN ANDRADE DA SILVA LTDA
1080418|9.13.01/2024|39.847.755/0001-61|WSM SERVICOS E MANUTENCOES LTDA
1079983|0003/2023|19.967.720/0001-59|SOBRAL CONSTRUTORA LTDA
1089591|2/2024|52.495.167/0001-74|RM ENGENHARIA, CONSTRUCOES E SERVICOS LTDA
1088332|12/2024|01.691.098/0001-33|EXITUS CONSTRUTORA LTDA
1088219|00003/2024|43.625.211/0001-22|DELGADO SERVICOS E CONSTRUCOES LTDA
1081465|001/2024|51.913.561/0001-12|T G DE SOUZA FILHO LTDA
1067583|001/2023|33.091.431/0001-60|AF CONSTRUTORA LTDA
1080608|00002/2023|12.541.735/0001-01|MAURILIO FERREIRA DA SILVA LTDA
1080521|00012023/2023|08.369.786/0001-20|MPA CONSTRUCOES E PARTICIPACOES LTDA
1080658|004/2022  Reprograma|27.776.149/0001-13|SUSSUARANA ENGENHARIA E ARQUITETURA LTDA
1080659|4004/2023|20.284.072/0001-15|F J CONSTRUCOES E SERVICOS LTDA
1081295|06/2022|44.459.047/0001-93|ANCORA CONSTRUTORA LTDA
1081391|000032022/2022|30.746.170/0001-80|LORD CONSTRUCOES E SERVICOS LTDA
1081854|00042023/2023|28.709.222/0001-05|EMPROTEC ENGENHARIA LTDA
1068616|003/2022|33.506.391/0001-70|A S CONSTRUCOES EIRELI
1081724|00007/2022|21.933.413/0001-07|TORRES E ANDRADE CONSTRUCOES, PRE - MOLDADOS E SERVICOS LTDA
1077091|0001/2024|39.682.451/0001-91|GHOS EMPREENDIMENTOS SLU LTDA
1073596|00022023/2023|36.240.305/0001-18|GERPLAN ENGENHARIA LTDA
1081110|9.08.17/2024|30.836.850/0001-95|R & S ENGENHARIA E CONSULTORIA LTDA
1047884|11010/2022|17.278.993/0001-60|LP Const e Loc. de Maq. Ltda. (CTEF 2 - Rescindido)
1077134|0005/5|52.678.292/0001-10|G E CONTRUCOES E SERVICOS LTDA
1088985|00003/2024|51.065.689/0001-73|L5 CONSTRUCOES LTDA
1088711|00003/2024|51.065.689/0001-73|L5 CONSTRUCOES LTDA
1087595|003/2024|43.645.155/0001-98|ENSEADA CONSTRUCAO E COMERCIO LTDA
1079987|00009/9|07.367.680/0001-25|J ANDRADE LTDA
1084445|00004/2024|24.263.536/0001-68|B & N EMPREENDIMENTOS IMOBILIARIOS LTDA
1085667|00003/2024|46.695.850/0001-52|RM CONSTRUCAO LTDA
1065695|072024/2024|38.374.079/0001-93|DEA CONSTRUCOES E LOCACOES LTDA
1087495|00003/2024|35.216.877/0001-07|M.P.O. SERVICOS DE CONSTRUCOES LTDA
1085156|001/2024|28.529.405/0001-30|BMC BRASIL MINERACAO E CONSTRUCAO LTDA
1084554|10001/2024|22.318.962/0001-26|NORDESTE CONSTRUCOES E SERVICOS LTDA
1085731|0011/2024|28.529.405/0001-30|BMC BRASIL MINERACAO E CONSTRUCAO LTDA
1045361|020003/2022|09.335.002/0001-06|cl construcoes e servicos ltda
1081753|0002/2023|38.016.115/0001-47|CONSTRUTORA NOSSA SENHORA DA CONCEICAO LTDA
1089041|000022024/2024|73.041.188/0001-90|COMERCIAL E CONSTRUTORA FENIX LTDA
1082419|000012023/2023|29.878.872/0001-39|R F SERVICOS DE CONSTRUCAO CIVIL LTDA
1082421|00001/2023|16.707.246/0001-38|JAILSON BATISTA DOS SANTOS
1090880|00011/2024|48.689.684/0001-07|PORTO BRASIL INCORPORACOES LTDA
1092320|0006/2024|12.572.937/0001-10|CONSTRUTORA BORGES LTDA.
1047884|11.003/2025|30.566.555/0001-66|Invias Engenharia Ltda
1082415|00052/2024|24.263.536/0001-68|B&N Empreendimentos Imobiliários Ltda
1070699|00042024/2024|19.910.105/0001-06|RENOVAR CONSTRUCOES E SERVICOS LTDA
1094653|032/2023|53.364.629/0001-87|CONSORCIO - HCTP
1087280|000102024/2024|20.949.329/0001-00|PRIIMEE.CONSTRUCOES E EMPREENDIMENTOS LTDA
1086453|001/2024|28.529.405/0001-30|BMC BRASIL MINERACAO E CONSTRUCAO LTDA
0344899|000005/2025|07.870.719/0001-22|exa engenharia ltda
1083734|00009/2024|07.367.680/0001-25|J ANDRADE LTDA
1091858|003/2024|30.999.688/0001-26|ENGEBRITO CONSTRUCOES E LOCACOES LTDA
1091582|00007/2024|34.746.608/0001-81|ABIK ENGENHARIA E CONSULTORIA LTDA
1093168|||
1086321|||
1098157|||
1093829|||
1096471|||
1093185|||
1086733|||
1092080|||
1095332|||
1091774|||
1089836|||
1085877|||
1093749|||
1089710|||
1098346|||
1095936|||
1088797|||
1087154|||
1086009|||
1096182|||
1080676|||
1080453|||
1087091|||
1093892|||
1094084|||
1088422|||
1084549|||
1087105|||
1092813|||
1093188|||
1086298|||
1098180|||
1093852|||
1084303|||
1080739|||
1087878|||
1098349|||
1084025|||
1097138|||
1093162|||
1087861|||
1093789|||
1098947|||
1095329|||
1098907|||
1097616|||
1087048|||
1086046|||
1094184|||
1093045|||
1098664|||
1083373|||
1099832|||
1087781|||
1092690|||
1088119|||
1087658|||
1088826|||
1093380|||
1099543|||
1089178|||
1094047|||
1094001|||
1097064|||
1093924|||
1095152|||
1088013|||
1087515|||
1087446|||
1093217|||
1098690|||
1099228|||
1095335|||
1091591|||
1090380|||
1092092|||
1086868|||
1080267|||
1094505|||
1099351|||
1099148|||
1099102|||
1099225|||
1093191|||
1095939|||
1095524|||
1091010|||
1093300|||
1088800|||
1086158|||
1090549|||
1095773|||
1087758|||
1087744|||
1091883|||
1099812|||
1094216|||
1099105|||
1092819|||
1086470|||
1096397|||
1093194|||
1095942|||
1094860|||
1093151|||
1087489|||
1080731|||
1086015|||
1086281|||
1096423|||
1087564|||
1093183|||
1083127|||
1093907|||
1098344|||
1087870|||
1047232|||
1094783|||
1082898|||
1097528|||
1082835|||
0402327|||
1087730|||
1099005|||
1088122|||
0424013|||
1098945|||
1093266|||
1087873|||
1093346|||
1095430|||
1097548|||
1088829|||
1093157|||
1094926|||
1096784|||
1098948|||
1084318|||
1096861|||
1086957|||
1082629|||
1087020|||
1096217|||
1086668|||
1089264|||
1092808|||
1089954|||
1097133|||
1093180|||
1091723|||
1095158|||
1095722|||
1093807|||
1097196|||
1095333|||
1098158|||
1094228|||
1093352|||
1099601|||
1087149|||
1093873|||
0402820|||
1094809|||
1087444|||
1092817|||
1094643|||
1093169|||
1097222|||
1084865|||
1096807|||
1087776|||
1094085|||
1093893|||
1077228|||
1099850|||
1087859|||
1087713|||
1093186|||
1088941|||
1087670|||
1099100|||
1093581|||
1093189|||
1092874|||
1087842|||
1099226|||
1088798|||
1087653|||
1094145|||
1097766|||
1088509|||
1081662|||
1087819|||
1087862|||
1094955|||
1092794|||
1094268|||
1096767|||
1094142|||
1087696|||
1096478|||
1087759|||
1077205|||
1093226|||
1087630|||
1087507|||
1095330|||
1097165|||
1093355|||
1093166|||
1092084|||
1096349|||
1087049|||
1094294|||
1093859|||
1086305|||
1087765|||
1089697|||
1087871|||
1086949|||
1094735|||
1088472|||
1093922|||
1086262|||
0402328|||
1094071|||
1084436|||
1086056|||
1087891|||
1094446|||
1078465|||
1095774|||
1088595|||
1098316|||
1096152|||
1096753|||
1093882|||
1098688|||
1094589|||
1099103|||
1099040|||
1092116|||
1093178|||
1095983|||
1087493|||
1097151|||
1081064|||
1077237|||
1088801|||
1096673|||
1092777|||
1094941|||
1093195|||
1087722|||
1087868|||
1092803|||
1097586|||
1081104|||
1094214|||
1065661|||
1086265|||
1088455|||
1085507|||
1090267|||
1093184|||
1086735|||
1097635|||
1086291|||
1093367|||
1096699|||
1085985|||
1098156|||
1079384|||
1094180|||
1096327|||
1099636|||
1081551|||
1094601|||
1082633|||
1087651|||
1096324|||
1098159|||
1093894|||
1079865|||
1088478|||
1098534|||
1083795|||
1077363|||
1094927|||
1093868|||
1099487|||
1077223|||
1086898|||
1096785|||
1084319|||
1096201|||
1093742|||
1080758|||
1098946|||
1087021|||
1084857|||
1096510|||
1080678|||
1087665|||
1098657|||
1093851|||
1087602|||
1093161|||
1092082|||
1096427|||
1099344|||
1097555|||
1093748|||
1091584|||
1086815|||
1097243|||
1087771|||
1099736|||
1087379|||
1094137|||
1085845|||
1097375|||
1094581|||
1086950|||
1083512|||
1083449|||
1095334|||
1096393|||
1095809|||
1093167|||
1087259|||
1091773|||
1095331|||
1096808|||
1097143|||
1094046|||
1097418|||
1087485|||
1094564|||
1093396|||
1073605|||
1099144|||
1093187|||
1094630|||
1087591|||
1087262|||
1091607|||
1095998|||
1088988|||
1088796|||
1080767|||
1094003|||
1099227|||
1088799|||
1099101|||
1088616|||
1091902|||
1086529|||
1099224|||
1093190|||
1091779|||
1099702|||
1099576|||
1093193|||
1099104|||
1087820|||
1093960|||
1091899|||
1094956|||
1086575|||
1088713|||
1099811|||
1097209|||
1088819|||
1094484|||
1094498|||
1093777|||
1078251|||
1096771|||
1095689|||
1087677|||
1082897|||
1096714|||
1097530|||
1095609|||
1098878|||
1080670|||
1087869|||
1092612|||
1094533|||
1099820|||
1093425|||
1095775|||
1087560|||
1087577|||
1094178|||
1096528|||
1099147|||
1087763|||
1073508|||
1075798|||
1091244|||
1081646|||
1097613|||
1096737|||
1093760|||
1087603|||
1096800|||
1094175|||
1092054|||
1092300|||
1097381|||
1087494|||
1086269|||
1089140|||
1093239|||
1098901|||
1088951|||
1089970|||
1093866|||
1088018|||
1093992|||
1090056|||
1092824|||
1096173|||
1091032|||
1080527|||
1093196|||
1094215|||
1086249|||
1098904|||
